iter	Passed	Remaining
181	701	3151
182	703	3139
183	711	3156
184	714	3149
185	717	3140
186	734	3194
187	741	3203
188	743	3190
189	750	3199
190	754	3197
191	758	3190
192	764	3197
193	771	3203
194	774	3197
195	777	3188
196	779	3176
197	783	3174
198	786	3164
199	787	3151
200	791	3146
201	793	3134
202	795	3122
203	797	3113
204	799	3101
205	801	3090
206	806	3089
207	808	3078
208	812	3073
209	815	3067
210	818	3059
211	821	3053
212	823	3043
213	826	3037
214	828	3026
215	831	3019
216	835	3013
217	837	3002
218	846	3018
219	849	3010
220	851	2999
221	854	2994
222	857	2986
223	859	2976
224	862	2971
225	865	2964
226	868	2957
227	871	2950
228	876	2950
229	882	2955
230	884	2946
231	888	2940
232	892	2937
233	897	2939
234	900	2932
235	903	2924
236	906	2919
237	909	2911
238	911	2903
239	914	2894
240	918	2891
241	922	2889
242	925	2883
243	928	2877
244	931	2869
245	933	2860
246	936	2853
247	937	2843
248	940	2836
249	942	2828
250	945	2821
251	948	2816
252	953	2814
253	957	2812
254	960	2805
255	963	2801
256	966	2794
257	968	2786
258	971	2779
259	974	2773
260	977	2766
261	979	2760
262	983	2755
263	995	2774
264	998	2768
265	1001	2763
266	1004	2757
267	1006	2749
268	1009	2743
269	1011	2734
270	1016	2733
271	1018	2725
272	1020	2717
273	1023	2711
274	1024	2702
275	1026	2693
276	1029	2686
277	1031	2678
278	1033	2670
279	1037	2668
280	1039	2660
281	1042	2653
282	1045	2648
283	1046	2639
284	1049	2631
285	1051	2624
286	1052	2615
287	1054	2607
288	1059	2606
289	1062	2600
290	1066	2598
291	1068	2590
292	1069	2581
293	1076	2585
294	1079	2578
295	1081	2571
296	1083	2563
297	1086	2559
298	1089	2555
299	1092	2548
300	1095	2543
301	1097	2537
302	1101	2532
303	1103	2527
304	1105	2520
305	1108	2514
306	1110	2507
307	1114	2503
308	1116	2497
309	1119	2492
310	1122	2486
311	1124	2479
312	1127	2473
313	1130	2468
314	1132	2462
315	1134	2456
316	1138	2452
317	1140	2445
318	1142	2439
319	1144	2432
320	1146	2425
321	1148	2419
322	1151	2413
323	1155	2411
324	1158	2405
325	1161	2400
326	1163	2394
327	1166	2390
328	1170	2387
329	1175	2386
330	1177	2379
331	1182	2380
332	1187	2378
333	1190	2373
334	1192	2367
335	1197	2365
336	1199	2360
337	1204	2358
338	1207	2354
339	1211	2351
340	1213	2345
341	1218	2343
342	1222	2340
343	1225	2337
344	1228	2333
345	1234	2334
346	1240	2334
347	1247	2337
348	1257	2345
349	1260	2341
350	1264	2338
351	1269	2336
352	1271	2330
353	1276	2328
354	1279	2325
355	1284	2322
356	1287	2318
357	1291	2315
358	1294	2310
359	1298	2309
360	1301	2303
361	1305	2300
362	1307	2295
363	1312	2294
364	1320	2297
365	1323	2292
366	1329	2293
367	1337	2297
368	1339	2291
369	1343	2288
370	1346	2282
371	1351	2282
372	1355	2278
373	1359	2275
374	1363	2272
375	1368	2270
376	1372	2267
377	1375	2263
378	1379	2260
379	1382	2256
380	1386	2252
381	1389	2248
382	1392	2242
383	1396	2239
384	1399	2234
385	1402	2231
386	1405	2226
387	1409	2223
388	1412	2218
389	1417	2216
390	1419	2211
391	1426	2212
392	1430	2210
393	1433	2204
394	1437	2201
395	1442	2199
396	1446	2196
397	1448	2191
398	1452	2188
399	1458	2187
400	1460	2182
401	1466	2181
402	1470	2177
403	1473	2173
404	1476	2169
405	1481	2167
406	1484	2163
407	1487	2158
408	1491	2154
409	1494	2151
410	1497	2146
411	1501	2142
412	1504	2138
413	1507	2134
414	1510	2129
415	1514	2125
416	1516	2119
417	1519	2116
418	1521	2110
419	1524	2104
420	1528	2102
421	1531	2097
422	1534	2093
423	1537	2088
424	1539	2082
425	1543	2080
426	1545	2073
427	1547	2067
428	1550	2063
429	1552	2057
430	1554	2051
431	1558	2049
432	1560	2043
433	1566	2042
434	1573	2043
435	1575	2037
436	1579	2034
437	1582	2029
438	1587	2028
439	1593	2028
440	1596	2023
441	1598	2017
442	1601	2014
443	1604	2008
444	1607	2004
445	1610	2000
446	1613	1996
447	1617	1993
448	1621	1990
449	1626	1987
450	1629	1983
451	1631	1977
452	1636	1975
453	1639	1971
454	1642	1967
455	1646	1963
456	1648	1958
457	1652	1955
458	1655	1951
459	1659	1947
460	1663	1944
461	1665	1939
462	1668	1935
463	1672	1931
464	1675	1927
465	1679	1925
466	1683	1921
467	1686	1917
468	1690	1913
469	1693	1909
470	1695	1904
471	1698	1900
472	1702	1896
473	1705	1892
474	1708	1888
475	1711	1883
476	1715	1881
477	1720	1879
478	1725	1876
479	1727	1871
480	1730	1867
481	1734	1863
482	1737	1860
483	1741	1856
484	1745	1853
485	1747	1848
486	1751	1844
487	1754	1840
488	1757	1836
489	1761	1832
490	1766	1831
491	1771	1828
492	1775	1826
493	1778	1821
494	1782	1818
495	1784	1813
496	1787	1809
497	1791	1805
498	1793	1801
499	1797	1797
500	1800	1792
501	1804	1790
502	1806	1785
503	1811	1782
504	1814	1778
505	1817	1774
506	1822	1772
507	1825	1768
508	1828	1764
509	1832	1760
510	1834	1755
511	1836	1750
512	1840	1747
513	1841	1741
514	1843	1736
515	1845	1730
516	1851	1729
517	1853	1724
518	1857	1721
519	1858	1715
520	1862	1712
521	1864	1706
522	1865	1701
523	1867	1696
524	1869	1691
525	1870	1685
526	1872	1680
527	1876	1677
528	1878	1672
529	1880	1667
530	1885	1665
531	1887	1660
532	1888	1654
533	1891	1650
534	1894	1646
535	1896	1642
536	1898	1637
537	1900	1632
538	1906	1630
539	1910	1627
540	1913	1623
541	1915	1618
542	1919	1615
543	1922	1611
544	1925	1607
545	1927	1602
546	1929	1597
547	1933	1594
548	1936	1590
549	1937	1585
550	1941	1582
551	1943	1577
552	1945	1572
553	1949	1569
554	1952	1565
555	1956	1562
556	1958	1557
557	1962	1554
558	1964	1550
559	1966	1545
560	1968	1540
561	1970	1535
562	1972	1530
563	1973	1525
564	1977	1522
565	1978	1517
566	1980	1512
567	1982	1508
568	1985	1503
569	1987	1499
570	1991	1496
571	1994	1492
572	1999	1490
573	2003	1487
574	2009	1485
575	2014	1482
576	2020	1481
577	2033	1484
578	2039	1483
579	2046	1481
580	2051	1479
581	2054	1475
582	2059	1473
583	2079	1481
584	2092	1484
585	2096	1480
586	2100	1478
587	2105	1475
588	2111	1473
589	2114	1469
590	2118	1466
591	2123	1463
592	2127	1460
593	2130	1456
594	2144	1459
595	2153	1459
596	2160	1458
597	2162	1454
598	2167	1451
599	2170	1446
600	2174	1443
601	2178	1440
602	2183	1437
603	2187	1434
604	2191	1430
605	2195	1427
606	2199	1423
607	2203	1420
608	2210	1419
609	2213	1415
610	2220	1413
611	2227	1412
612	2238	1413
613	2246	1412
614	2253	1410
615	2261	1409
616	2270	1409
617	2277	1407
618	2288	1408
619	2312	1417
620	2314	1412
621	2329	1415
622	2335	1413
623	2342	1411
624	2345	1407
625	2351	1404
626	2353	1400
627	2359	1397
628	2365	1395
629	2369	1391
630	2372	1387
631	2375	1383
632	2377	1378
633	2380	1374
634	2383	1369
635	2385	1365
636	2388	1361
637	2391	1356
638	2394	1352
639	2396	1348
640	2401	1345
641	2404	1340
642	2407	1336
643	2410	1332
644	2413	1328
645	2416	1324
646	2419	1320
647	2423	1316
648	2426	1312
649	2430	1308
650	2432	1304
651	2436	1300
652	2438	1296
653	2441	1291
654	2444	1287
655	2447	1283
656	2451	1279
657	2454	1275
658	2457	1271
659	2460	1267
660	2462	1262
661	2465	1258
662	2468	1254
663	2471	1250
664	2474	1246
665	2477	1242
666	2481	1238
667	2483	1234
668	2487	1230
669	2490	1226
670	2492	1222
671	2497	1219
672	2500	1214
673	2504	1211
674	2506	1206
675	2510	1203
676	2513	1199
677	2515	1194
678	2518	1190
679	2521	1186
680	2527	1184
681	2532	1181
682	2540	1179
683	2543	1175
684	2550	1173
685	2555	1169
686	2557	1165
687	2565	1163
688	2568	1159
689	2571	1155
690	2574	1151
691	2577	1147
692	2580	1143
693	2584	1139
694	2587	1135
695	2593	1132
696	2596	1128
697	2601	1125
698	2604	1121
699	2617	1121
700	2619	1117
701	2628	1115
702	2634	1113
703	2638	1109
704	2641	1105
705	2644	1101
706	2647	1097
707	2650	1093
708	2654	1089
709	2656	1085
710	2662	1082
711	2665	1078
712	2669	1074
713	2671	1070
714	2675	1066
715	2678	1062
716	2682	1058
717	2685	1054
718	2689	1051
719	2692	1046
720	2693	1042
721	2698	1039
722	2701	1035
723	2705	1031
724	2708	1027
725	2712	1023
726	2715	1019
727	2721	1016
728	2724	1012
729	2727	1008
730	2731	1005
731	2739	1003
732	2744	999
733	2748	995
734	2751	991
735	2755	988
736	2758	984
737	2762	980
738	2765	976
739	2770	973
740	2773	969
741	2777	965
742	2780	961
743	2783	957
744	2787	953
745	2792	950
746	2794	946
747	2797	942
748	2801	938
749	2804	934
750	2806	930
751	2809	926
752	2813	922
753	2816	918
754	2821	915
755	2823	911
756	2828	908
757	2830	903
758	2839	901
759	2846	898
760	2849	895
761	2852	891
762	2858	887
763	2861	883
764	2865	880
765	2869	876
766	2873	872
767	2876	868
768	2881	865
769	2884	861
770	2887	857
771	2890	853
772	2894	850
773	2900	846
774	2904	843
775	2909	839
776	2914	836
777	2918	832
778	2922	829
779	2926	825
780	2929	821
781	2932	817
782	2935	813
783	2938	809
784	2942	805
785	2947	802
786	2950	798
787	2954	794
788	2959	791
789	2961	787
790	2964	783
791	2968	779
792	2970	775
793	2973	771
794	2976	767
795	2980	763
796	2982	759
797	2985	755
798	2992	752
799	2997	749
800	3001	745
801	3005	742
802	3008	738
803	3013	734
804	3016	730
805	3019	726
806	3022	722
807	3024	718
808	3029	715
809	3032	711
810	3035	707
811	3038	703
812	3041	699
813	3045	696
814	3049	692
815	3053	688
816	3057	684
817	3060	680
818	3063	677
819	3065	672
820	3071	669
821	3074	665
822	3078	662
823	3080	658
824	3084	654
825	3090	650
826	3097	647
827	3100	644
828	3105	640
829	3111	637
830	3114	633
831	3118	629
832	3120	625
833	3125	622
834	3128	618
835	3131	614
836	3134	610
837	3136	606
838	3143	603
839	3148	599
840	3150	595
841	3153	591
842	3156	587
843	3160	584
844	3163	580
845	3166	576
846	3170	572
847	3172	568
848	3174	564
849	3177	560
850	3178	556
851	3181	552
852	3184	548
853	3186	544
854	3188	540
855	3190	536
856	3192	532
857	3195	528
858	3199	525
859	3201	521
860	3205	517
861	3208	513
862	3209	509
863	3213	505
864	3215	501
865	3220	498
866	3222	494
867	3226	490
868	3230	486
869	3235	483
870	3237	479
871	3241	475
872	3245	472
873	3249	468
874	3251	464
875	3254	460
876	3258	456
877	3260	453
878	3264	449
879	3268	445
880	3272	441
881	3274	438
882	3278	434
883	3281	430
884	3287	427
885	3289	423
886	3290	419
887	3293	415
888	3296	411
889	3299	407
890	3302	403
891	3304	400
892	3305	396
893	3309	392
894	3313	388
895	3316	384
896	3319	381
897	3322	377
898	3326	373
899	3328	369
900	3331	366
901	3333	362
902	3336	358
903	3339	354
904	3341	350
905	3345	347
906	3348	343
907	3352	339
908	3355	335
909	3358	332
910	3361	328
911	3364	324
912	3367	320
913	3371	317
914	3374	313
915	3377	309
916	3382	306
917	3385	302
918	3388	298
919	3391	294
920	3395	291
921	3397	287
922	3399	283
923	3404	279
924	3409	276
925	3412	272
926	3417	269
927	3420	265
928	3424	261
929	3426	257
930	3429	254
931	3432	250
932	3435	246
933	3438	242
934	3440	239
935	3444	235
936	3447	231
937	3450	228
938	3453	224
939	3455	220
940	3458	216
941	3460	213
942	3466	209
943	3470	205
944	3474	202
945	3477	198
946	3481	194
947	3483	191
948	3486	187
949	3489	183
950	3495	180
951	3498	176
952	3501	172
953	3504	168
954	3507	165
955	3511	161
956	3515	157
957	3518	154
958	3521	150
959	3525	146
960	3531	143
961	3535	139
962	3538	135
963	3542	132
964	3546	128
965	3549	124
966	3552	121
967	3556	117
968	3560	113
969	3563	110
970	3566	106
971	3569	102
972	3571	99
973	3575	95
974	3578	91
975	3582	88
976	3585	84
977	3588	80
978	3590	77
979	3594	73
980	3597	69
981	3600	66
982	3604	62
983	3606	58
984	3609	54
985	3610	51
986	3612	47
987	3614	43
988	3617	40
989	3620	36
990	3622	32
991	3625	29
992	3627	25
993	3632	21
994	3634	18
995	3638	14
996	3642	10
997	3646	7
998	3648	3
999	3651	0
